time,right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,right_j6,right_gripper
29.642000,0.24473373039,-0.916791677857,0.000251693863715,2.48683484435,2.66141595595,-0.000660343782001,0.723147103754,0.0
29.659000,0.241983219893,-0.915813632139,0.00559271567313,2.48203686907,2.67828784693,-0.0105563059883,0.70364394387,0.0
29.669000,0.231455906902,-0.90836471275,0.016751490246,2.46697492816,2.69589935948,-0.0426116906306,0.667021225671,0.0
29.682000,0.214689208626,-0.895582327113,0.0301050977655,2.44723379083,2.70423894203,-0.0782195360891,0.624293734329,0.0
29.690000,0.196982452364,-0.880710001334,0.0439839269059,2.42687905851,2.70760790497,-0.113885973077,0.580944595122,0.0
29.699000,0.179287013952,-0.864290336733,0.0577259560566,2.40569247881,2.70964278584,-0.149271671466,0.537141097793,0.0
29.709000,0.161653915538,-0.846729021829,0.0712601098818,2.38438669486,2.710066443,-0.184655870866,0.493522095936,0.0
29.722000,0.144057916549,-0.828895829721,0.0846795444847,2.36312552785,2.71029307161,-0.21974095031,0.449515748906,0.0
29.731000,0.126383864641,-0.811533217503,0.0979789712416,2.3422473778,2.71033673627,-0.254494855194,0.405187516197,0.0
29.743000,0.10870989961,-0.795004600959,0.110905963092,2.32180756866,2.71043876887,-0.288669647844,0.360585061877,0.0
29.753000,0.0910694362385,-0.779338496258,0.1229693671,2.30135505505,2.71077679862,-0.320956250008,0.315657158283,0.0
29.763000,0.0733809602957,-0.764719063561,0.134171503114,2.28122064195,2.7106037447,-0.349321958821,0.272739219253,0.0
29.772000,0.055806336826,-0.751255931658,0.14451456428,2.26124448737,2.71031940753,-0.373241613888,0.233256915659,0.0
29.780000,0.0381444076451,-0.739016873982,0.154173828229,2.24099556736,2.71008976466,-0.393489847787,0.197236880162,0.0
29.791000,0.0204895943488,-0.728203374533,0.163241490166,2.22104105299,2.71013710306,-0.409682363217,0.164664335807,0.0
29.804000,0.00289218984364,-0.718725367541,0.171630945189,2.20116573158,2.71010600299,-0.4226940464,0.135738927426,0.0
29.812000,-0.0147377228231,-0.710612659174,0.179490388884,2.18157328965,2.70999352393,-0.432967340245,0.110000419293,0.0
29.824000,-0.0323135245893,-0.703693267124,0.186696149903,2.1619613155,2.71008020178,-0.441201595595,0.0868763889005,0.0
29.831000,-0.049980593225,-0.698004259799,0.193503957084,2.14263711245,2.71006581508,-0.447668055096,0.0663758489316,0.0
29.841000,-0.0675750495124,-0.69337524732,0.199680982708,2.12363242127,2.7098875,-0.452483326455,0.0482301752014,0.0
29.853000,-0.0852674968119,-0.689904551472,0.205539238439,2.10545750273,2.70948264794,-0.455858376628,0.0321479943773,0.0
29.860000,-0.102835127976,-0.687385249687,0.210807647187,2.08812715159,2.70898609959,-0.458012385346,0.0178039987043,0.0
29.871000,-0.120507196037,-0.685759374189,0.215742360783,2.07171240445,2.70849201947,-0.459393848408,0.00489915810829,0.0
29.881000,-0.13808442551,-0.684804009941,0.220106361568,2.05614477285,2.70799888635,-0.460139749389,-0.00662524590284,0.0
29.898000,-0.173399664024,-0.684602779674,0.227769600573,2.02761863312,2.70713542802,-0.460764788637,-0.0261154511664,0.0
29.907000,-0.173399664024,-0.684602779674,0.227769600573,2.02761863312,2.70713542802,-0.460764788637,-0.0261154511664,0.0
29.917000,-0.191080866143,-0.685136648374,0.231035409886,2.0145905357,2.70684633754,-0.460832489883,-0.034339109053,0.0
29.926000,-0.208664630215,-0.685914052125,0.233809331386,2.00229665057,2.70661625652,-0.46078299011,-0.0416060915986,0.0
29.936000,-0.226278052629,-0.68690538084,0.236271379646,1.99075187243,2.70645977602,-0.460726443578,-0.0480532314661,0.0
29.944000,-0.243889110579,-0.688036196513,0.23842333993,1.97992107766,2.70637126421,-0.460692119351,-0.0537528791202,0.0
29.953000,-0.261527809785,-0.689250951825,0.24031503461,1.96976843442,2.70633896369,-0.460705898741,-0.0587901371518,0.0
29.961000,-0.279200341867,-0.690490515022,0.241943600073,1.96025288822,2.70634383369,-0.460747157505,-0.0632399227075,0.0
29.970000,-0.296796027233,-0.691687753912,0.243218369729,1.95131970956,2.70637854031,-0.460800270857,-0.0671277482791,0.0
29.979000,-0.314467803325,-0.692883476939,0.244374125297,1.94300208494,2.70645999002,-0.460963569889,-0.070562852235,0.0
29.989000,-0.332057708353,-0.693971970967,0.245224426822,1.93515365085,2.70665855422,-0.461162856118,-0.0736445630134,0.0
29.999000,-0.349743294831,-0.695027142865,0.246039921109,1.92790537046,2.7067889174,-0.46140540742,-0.0762541744895,0.0
30.009000,-0.367397062095,-0.695979178669,0.246694821953,1.92114190951,2.70694945139,-0.461640997906,-0.0785202761896,0.0
30.019000,-0.385005505051,-0.696791551624,0.247156354384,1.91476075911,2.70721852572,-0.461901050295,-0.0805986931165,0.0
30.030000,-0.402594501239,-0.697511374234,0.24752496322,1.90887061455,2.70737094653,-0.462188155447,-0.0822751976557,0.0
30.045000,-0.420179293201,-0.698128864401,0.24783502412,1.90335371761,2.70764345832,-0.462551351238,-0.0838502653365,0.0
30.059000,-0.455304041694,-0.699035529063,0.24825704523,1.89342252727,2.70806810683,-0.463313613156,-0.0862004169087,0.0
30.062000,-0.455304041694,-0.699035529063,0.24825704523,1.89342252727,2.70806810683,-0.463313613156,-0.0862004169087,0.0
30.070000,-0.472914099379,-0.699371367639,0.248489961438,1.88900526682,2.70821808951,-0.463733368152,-0.0870183976626,0.0
30.086000,-0.490405523415,-0.69955623276,0.248542455697,1.88479290083,2.708468974,-0.464131211184,-0.0877912674613,0.0
30.090000,-0.507889413231,-0.699675000345,0.248598972504,1.88088537549,2.70870682125,-0.464555171468,-0.0884470476185,0.0
30.102000,-0.507889413231,-0.699675000345,0.248598972504,1.88088537549,2.70870682125,-0.464555171468,-0.0884470476185,0.0
30.120000,-0.559762832905,-0.699523340509,0.248366985675,1.87051907211,2.70939104663,-0.465897123635,-0.0898234507008,0.0
30.128000,-0.576505270023,-0.699212495249,0.247818079029,1.86727653567,2.70968684877,-0.466290688079,-0.090107765265,0.0
30.136000,-0.576505270023,-0.699212495249,0.247818079029,1.86727653567,2.70968684877,-0.466290688079,-0.090107765265,0.0
30.140000,-0.592432390841,-0.69873613323,0.246692592652,1.86407391026,2.71007124287,-0.466688314419,-0.0902083078888,0.0
30.150000,-0.607353053265,-0.698147576025,0.245053866776,1.86091960942,2.71059363332,-0.467238456594,-0.0901419384727,0.0
30.160000,-0.621138483468,-0.697464573975,0.24299440063,1.85772845422,2.71125588187,-0.468056213208,-0.0899068452744,0.0
30.170000,-0.621138483468,-0.697464573975,0.24299440063,1.85772845422,2.71125588187,-0.468056213208,-0.0899068452744,0.0
30.180000,-0.645247451832,-0.696220727341,0.238499735828,1.85194894765,2.71218266639,-0.470046908958,-0.0883873682962,0.0
30.191000,-0.655873707752,-0.696531484337,0.238159008412,1.85102345849,2.71271386106,-0.471269574782,-0.0872361129481,0.0
30.209000,-0.664355991827,-0.696606003479,0.237531412458,1.85026778134,2.71349413379,-0.472328412204,-0.0861390959565,0.0
30.215000,-0.670017490558,-0.696235621748,0.235548659345,1.84954465785,2.71413748012,-0.472920062132,-0.0848767813466,0.0
30.221000,-0.673615302488,-0.695839360717,0.233384712505,1.84910230175,2.71471795469,-0.473779912471,-0.0837587464724,0.0
30.229000,-0.673615302488,-0.695839360717,0.233384712505,1.84910230175,2.71471795469,-0.473779912471,-0.0837587464724,0.0
30.240000,-0.676274754256,-0.695267939924,0.230352202661,1.84878495436,2.71579117351,-0.47623500838,-0.0824982990827,0.0
30.249000,-0.67582839997,-0.695065702842,0.229705524609,1.8487978922,2.71610912421,-0.477420526444,-0.0827704513119,0.0
