time,right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,right_j6,right_gripper
26.864000,-0.513445083588,-1.00210559041,0.33387885927,2.73829236717,0.908697163171,-0.225573665742,2.01537220749,0.0
26.868000,-0.513429149491,-1.00209906084,0.334327895087,2.73842814938,0.909868269366,-0.225854129779,2.01433351554,0.0
26.883000,-0.51212951614,-0.998142396828,0.346632312517,2.74035092495,0.943660341377,-0.238251588673,1.98477196031,0.0
26.896000,-0.508797408458,-0.98665936652,0.360602308988,2.73534460642,0.979848991712,-0.260264999945,1.94603962757,0.0
26.914000,-0.500271680525,-0.954010949001,0.390635162624,2.70506345145,1.04745460244,-0.309566760114,1.85707139071,0.0
26.926000,-0.496241594766,-0.937071251185,0.407571927257,2.68421843691,1.07991804944,-0.332252545306,1.81264405452,0.0
26.941000,-0.488700308541,-0.907075222309,0.442073746013,2.64228635056,1.14555830213,-0.369343682413,1.72116461547,0.0
26.951000,-0.484905756721,-0.894188136541,0.458094253945,2.62130162209,1.178654834,-0.382908969313,1.67523292563,0.0
26.964000,-0.481176152105,-0.882709183309,0.472972571518,2.60043228048,1.21140322656,-0.393631175548,1.62970103123,0.0
26.977000,-0.477727347581,-0.872801912416,0.487366337767,2.58022748423,1.24473348411,-0.402480236448,1.58418811633,0.0
26.984000,-0.47456233213,-0.864344831148,0.500950455692,2.56084082876,1.27791431052,-0.40978219787,1.53974617614,0.0
26.991000,-0.471633177981,-0.857245664318,0.513606532746,2.54244840222,1.31122446271,-0.415657970868,1.49633275468,0.0
27.001000,-0.468946841831,-0.851443022828,0.525625636227,2.52525174901,1.34530666697,-0.420608827247,1.45475979458,0.0
27.011000,-0.466411579629,-0.846692473661,0.536650026159,2.50908876997,1.37937126017,-0.424691874207,1.41714353487,0.0
27.027000,-0.464091254564,-0.842866982079,0.546782993593,2.49396537868,1.4133053925,-0.42802455937,1.38358730086,0.0
27.037000,-0.462006176054,-0.839820744527,0.55611553661,2.4797850336,1.44736991492,-0.430705033805,1.35354323774,0.0
27.045000,-0.460170052026,-0.837443508048,0.564647391643,2.46650671833,1.48142314503,-0.432853853237,1.32708517879,0.0
27.055000,-0.458615249604,-0.835611294053,0.572283133683,2.45409017611,1.5147508693,-0.43448601886,1.30406341754,0.0
27.066000,-0.457331084512,-0.834277910226,0.579257068195,2.44245836938,1.54822926767,-0.435740477004,1.28350277584,0.0
27.076000,-0.456404817427,-0.833366348095,0.585765806367,2.43160464527,1.58184019665,-0.436858075831,1.26502202845,0.0
27.086000,-0.455737099958,-0.832663389395,0.591311852201,2.42134042354,1.61420583622,-0.437539533571,1.24963787558,0.0
27.096000,-0.45537818008,-0.83225369926,0.596529904088,2.41176196284,1.64717329807,-0.438118036034,1.2354281128,0.0
27.106000,-0.455253195942,-0.832035815277,0.601278824226,2.40273672066,1.68053121441,-0.438588196041,1.22253046664,0.0
27.118000,-0.455315490806,-0.831892443066,0.605333170427,2.39421051948,1.71323805798,-0.43892079509,1.21176605071,0.0
27.132000,-0.455978320221,-0.831932516964,0.61243540014,2.37865271276,1.78040189497,-0.439616658301,1.19304038318,0.0
27.139000,-0.456533006067,-0.831968655598,0.615296141941,2.37145292295,1.81378133202,-0.439916889767,1.18544541472,0.0
27.145000,-0.456533006067,-0.831968655598,0.615296141941,2.37145292295,1.81378133202,-0.439916889767,1.18544541472,0.0
27.154000,-0.457223735981,-0.831928017594,0.617596746175,2.3645326388,1.84621696834,-0.440165656413,1.17932772447,0.0
27.164000,-0.457935751364,-0.831897179576,0.619514122743,2.35773201047,1.87983187055,-0.440303287603,1.17269374884,0.0
27.172000,-0.458771066758,-0.831776884299,0.620770657505,2.35132473288,1.91157054568,-0.440467130788,1.16831695598,0.0
27.186000,-0.459831212025,-0.831176532141,0.620921323358,2.34477583836,1.9379364359,-0.440698342221,1.16659637043,0.0
27.192000,-0.461208500533,-0.830138374107,0.620234226256,2.33815990545,1.95731039665,-0.4412055255,1.16664418154,0.0
27.202000,-0.4629872688,-0.828920923058,0.619237410927,2.33184093569,1.96997511677,-0.441969367208,1.16687430499,0.0
27.212000,-0.465145395303,-0.827646005129,0.618110203807,2.32588405015,1.9762522922,-0.442859062989,1.16596633304,0.0
27.224000,-0.467531632086,-0.826627218808,0.617383499435,2.32031181771,1.97985998744,-0.443778328646,1.16128537782,0.0
27.244000,-0.472827587102,-0.827119575428,0.617790245843,2.31698864,1.97981581744,-0.444013999204,1.15005675405,0.0
27.267000,-0.476046291913,-0.828091468806,0.617515899693,2.31628399033,1.97756495611,-0.445072097349,1.14371537401,0.0
27.280000,-0.476929730215,-0.828566329723,0.617420854572,2.31607554504,1.97718809123,-0.445724232159,1.14309330487,0.0
27.290000,-0.477680860062,-0.829343406149,0.617323209788,2.31579678334,1.97728918212,-0.446630187079,1.1433267965,0.0
27.299000,-0.477689669178,-0.829627733178,0.617354721052,2.31571659893,1.97744169972,-0.446912038797,1.14372372854,0.0
27.307000,-0.477689669178,-0.829627733178,0.617354721052,2.31571659893,1.97744169972,-0.446912038797,1.14372372854,0.0
27.317000,-0.477520187355,-0.829843783954,0.617451239001,2.31566421299,1.97756718515,-0.44710267848,1.14415051575,0.0
27.327000,-0.477209215076,-0.829998297113,0.617614192467,2.31563311413,1.97764310649,-0.447215021451,1.14455224394,0.0
27.337000,-0.476787000099,-0.830099606228,0.617840983694,2.31561791826,1.97766565906,-0.447260866651,1.14490184511,0.0
